C,C_prime,label
8463126281107540009,14766056274408415163,0
10749394473078616376,7607916248146377385,0
3841742250089788211,16256943571853371138,0
12785745242765542146,13704077781966601365,1
14545629006433538151,5889556451709128015,1
4161471897108854832,5475894669269863022,0
5540576975890980363,929740764088294947,1
14040748946818931081,13410330417822129131,1
15946511469834820175,13028485026566437274,0
5114300525440042091,6220481021411951826,1
16722895086603821468,14539663508697363090,1
3304403056683596236,4906781772536447922,0
9059339975494166138,14915096189347445091,1
10892798072222892431,17665571846351466204,1
8905644088379266692,13555121337960349722,1
12755194717046707526,13148599548437143405,0
17089042840166540811,524928728481730603,0
18024035470145936694,8569092868134887590,0
17244374826595189697,6764570200877920657,1
11742131787528180260,3222262746849647791,1
17444186660693541333,2158314400703728823,0
6425247886882894191,6445278745752465745,0
13824420680158112192,9760333071087154486,1
12684632010723292742,11863566089183944772,1
4275156854801213533,18045617643942836349,1
15862976713758762295,6405415873674200183,1
14803607446395453082,1836936154996064700,0
5716675689289486583,13752006737839749086,1
13521915306577154609,14828947543894837917,1
3341798604645269197,4175174022605042894,1
7894836629078334154,7870384726853744721,1
2387278782617618837,4702165627141647591,1
4900063077112124815,4576269730401063464,1
173932530520823645,1178792764597351481,1
16109958721713151050,8476672754724437627,0
14601935737727002806,16335530403579470462,1
1501065149087290734,13028451468156003568,1
15079983189739848879,3540142637153307991,0
2563230855394052186,2118984764211764606,0
16375113156268900026,17263743417702695932,1
8687619184515201851,12900741979047653633,0
16082182344202280662,14994128059644207761,1
13189147231113384952,16703732609166971181,1
1627595075153728450,1483309271298840443,1
6145066441993843785,7203836643540201522,1
665935812781191906,13273639334685743960,1
7306052187829175396,5268756192472987394,0
9919069525261781421,8836368032863914389,0
831919456666650659,5270545690371051071,0
12782727009806343804,7961111589557079776,1
10909083931904169883,4341273049932050927,1
2333728682594660883,11279187840204228240,0
18045792775601920426,14507872318682997206,1
4610083646861568128,16900268108773977790,0
15017262349151833852,5299271412034568099,1
6407845220601409654,6885824223331775081,1
5631614738934742071,17041606838569545432,1
12763942805573875996,13818785822184673214,1
16819858067281435910,18003763626938477709,0
374932279473263030,2479456356691884185,1
6034270099885429396,5470482743446674323,1
12608306957615726793,3555994265822067921,0
14122244891936017586,2572685693948652648,1
832790084059720384,8085634004491276063,0
882543626685607569,10254514561484296043,1
7453329911684843388,8687744881816945724,1
17494837494102006785,9372253733727167954,1
14309985313980789102,6162694402995981811,0
2354602086206985254,710370319172112312,1
12926626748403400850,15541313531584875859,0
7920085004209970314,4447494068576673201,1
13158190160479975475,9240793627767608001,1
182840541407638240,3501964257560386708,1
2622874763789459105,5704915012664328040,0
8642614748986301326,2549798751541925507,1
9677343851769157042,6615473589591872898,0
6786435837264394908,8443529408983365686,1
8644512857724019823,17009704537179790211,0
18204043294057630426,13873515858942979785,1
5487358033192023969,11896345344300699883,0
8314514658170228597,11528849259822606897,1
18147643201722155994,17204115739039838659,0
9156950721643794611,7151044865792479455,1
58463055147310155,11772710881716933173,0
674402719051269140,680951241066050135,0
439695933442321224,10592456673271786901,0
13344254735426453152,13349755582015321302,1
1300380166071725421,992983213827481755,1
1730826027713161844,13333295348490591065,1
615455247209663230,2715856897204821371,1
7185905268904648738,9124913091764823205,1
4473018699148785919,3848829091485040962,1
8020251099392679655,8000965390353864483,1
5073573640112598527,9668516553304779939,1
15440256844580570551,9406782238530769966,1
2709156009816218273,3397795309974129959,0
15476135027528435333,2714792870915623256,0
8829802757969976592,13305706058407262701,0
7764591549031146655,7632260800125724738,0
12603358873216976799,10314398864519372097,1
12558555722385021808,10187635672024356989,0
4447762742709117469,12904325864551788975,0
6674667183317441238,5541951247108581715,0
17875497077863133038,6258801672652983929,1
4090015172086721923,57707164310607521,0
14651881331361977165,5724546831834773309,1
10164954426314505943,87066935362998522,1
7504615254163060165,15192440993926894461,0
6244805650471044087,5037079138126035819,0
11416302213415508669,10142214676968676547,1
17401300009170890367,4425602889535246128,0
15278756104151189141,5574275816506763745,0
12421065173214911734,2906998020212677093,1
12877441927774483934,973943632364204871,0
5622168353483052420,3390814078389436056,1
7314967752219967235,16254589474678116388,0
14714560057362590558,9798084758887702914,1
7665875715374560235,7256360252717387933,0
3062579580602155634,2494565839047098614,1
1980362552313833424,3153168312851296528,0
9346791144928540818,12503833388961890843,1
15893767080178256931,12557778411853618365,1
15341277539606581203,16483555677224085113,1
9062000572511525926,3375769723870772996,1
14122152103723079725,2652129936495326835,0
3939962211551077596,2822934459126098973,0
10992596531495927073,16031585044985481064,0
5116117395966772715,1999394479857776943,0
2626087252085261601,9125407602042772070,0
1694352995081236465,12490006017548750931,1
15836706795699335699,17288154950348403630,1
16747310147698334650,3937046452664017988,0
5630020546133938926,2081498618831649728,0
9516364054634049015,16543051408622960495,1
9877244680913813148,9877632612270911436,1
3810666352571210234,2662941169644982488,1
14166570369485751376,15996018494350836705,1
4015840365754645529,5961683162998675800,1
1013484854362845418,8597076140680507653,0
17735565144878277765,7803008282271174674,0
14380516548967052827,15030144139370898859,1
5914781315834025005,1139902639195010230,0
7038105910382027393,12725188153795072191,1
7083220647147440768,3606537461107513181,1
1041378147272680829,10954138142769310046,0
16512416653677055630,7589906269019916591,0
12351842452016400652,10883217932110803738,1
16688881442657301019,3196205212484856902,0
5278018948672467606,2591323678796711936,0
15991987641595067643,9129721857115981022,0
13518785094574086431,7915137196668641614,0
7286703521084812032,4837506139638393610,1
6097413430042242904,17590782594241553877,1
5490072617068143724,2021292653860909378,0
10632737655051569185,12349087516890062262,0
15532015887890736494,16360676449593013166,1
15354885647768344675,8196100098320275050,1
17848609297023837966,12321560910999642680,1
12695169239843272989,13020144719569986272,1
8132722688194800780,7828492928288065392,0
11535982234080533968,13111486423192012957,1
1497727276590021501,11616542446029769768,0
15004022323014100765,189202132408644794,1
2048513432252070350,1967665353182761314,0
4862813866418705373,3250508168465834404,0
8840479774849883833,2725337435647962750,0
4906579016672143406,6156582139534714687,1
10254343047402040994,2316746583109942040,0
5878988537741973238,7920178584743908789,0
11408402331428023160,17688635942759001042,1
15736835618075569481,2387021029535997637,0
14731615190976846152,4553629536972107281,1
1724159036097242549,126855159623430019,1
11914833509401177855,12000649215163117364,1
11845700837450278873,1730239793060068811,0
8926771635185443999,14357486917520337565,0
13387385586949086911,18090738315813494926,0
6562606227551292194,8261288386119532425,0
8416545175593935023,4312681592357459227,1
14983830349648713683,9612818486514950966,0
5687780543247044904,6931905322465242889,1
4573298706431772996,14087586733627627897,0
13148488850740492709,9780146580461634164,0
11411994379907031976,10370876179815493067,1
13257041147500221909,18213916377041554051,0
425969210232079548,17081755953204686413,1
17935684417589914882,11383884100932828560,1
2225874729822276244,5406052377822544784,1
10091464121992246516,11915110330758189102,1
14159398166201717972,13037032155101870040,0
13501358655206401336,7801336998370717584,1
15897335332613902370,9359667462957962061,0
9343379785693089908,7942163617480788477,0
2622392341961288172,7234122248777855423,1
14462175050584362209,7844468463813928141,0
6609776445594170644,10546625493530990332,0
11553195325619367049,8638612296100393967,0
5564763117025985463,15155785927640129936,1
3276326012724202555,535002890816320373,1
7484699119233581097,4778087698961115656,0
10227961045501659374,1832093591708100694,1
18022117673620653885,18091018289820484224,0
12465323343130594587,17072114365397080834,0
2556885078928928046,12900301717532425132,0
5172240827626675629,15698195794283935074,0
11274955973011245696,2517526002511681670,0
17492828431319181838,12883063438969577018,1
13083132675706877159,1444400139638046866,0
15828220643492560515,14400676471991708906,1
17782151493775837286,12912629572577261192,0
1985007466832117799,11370709224728745050,1
4295908932626549315,848494871410271895,1
13539841790325720486,12800825734919151648,0
15277213371831564968,10222996804655966924,1
2564882692299293331,14811428549293264311,0
10157955486590771974,8397348170263641527,0
13287638118765591339,3534593863818566430,0
5625693564417433241,8656033791787739485,0
15264049659663907176,16820642469063717609,0
11289443372358926920,1779893843396116909,0
851661034952882296,10108948249739772205,1
18411552003603272174,13715426200290528716,1
2379657934520187453,8292333300274044451,0
16255700932145217642,16875492414132363250,1
16847299104716804798,6619883029310973124,1
7697785563003643747,4529216221650229212,1
16294116124577408720,16284837313616946965,1
12809130014057856173,8299191580975715062,0
10912604304093655014,4448044660963924146,0
8815545707707594096,9815583306625023485,0
874499714096973126,17800534020837807355,1
3151100242789656328,11512269303921507311,1
7244494928364382460,9557332469338373853,0
6942886570387369071,16356313996587885949,1
17174335092308567740,15004390687568612251,1
3877415131653254627,9297368238539576311,0
12472495966557634814,13168574008362635141,1
7053871517136803031,3557399552323095222,1
12371797336125107938,5889782377863237524,0
16748893966424853878,18130218475732614927,1
17931865919948003443,14520458435223347109,0
11885373143277782468,11516513793990307785,1
16973370012425717750,3372595151523462999,0
13559821649057788916,11141424669208630861,1
9567144378206486302,15581861325919885601,1
9763843302061559975,6983305172612379893,0
18425394932922362908,6892939794447009037,1
14263593833553042412,5724385532316608435,0
4565337529709640877,4423285491495063293,0
6636433455624589132,6441172467382328361,1
17120425160816645826,15860769745843380249,1
14082930800912160649,14313472825794738714,1
977403002649882391,16206320713923716702,1
3756729374628390027,11848051959486990748,0
15780463020263081297,17561793324554221126,1
476735201974244863,4873090507734570779,1
5902716365751221901,10728329308154637986,0
9046005740442233415,7700763222775340986,1
16149816595201126748,7584257940117832202,0
8392422983919632343,3020156580913185065,0
13391009827564986022,14007704307476627653,0
8661182111751819220,14277302808196519858,0
1745236985048532330,915576422223469328,0
15814940438339304218,15616588887732085699,0
1781061103474469943,1851783761763004017,1
17749369487464874229,11497896090021658813,0
14071742251438944876,16745772237136274338,0
16309779816169211287,17175973091160687035,1
4848261299289843787,17350582209878377765,0
8719727400248713662,9538341890227408635,1
18203494385900970213,16571466533830507908,0
10693955621903685114,6658001808478931656,1
8291342405609738386,5147981898203460637,1
4348511910783709173,11544150764465143345,0
1711964085190388670,4735670598815683980,0
14238012981226447639,11267659694522942564,0
16300151612780253882,14082606730334303628,0
3503165452191163185,4731200041651641176,0
7139285344554801894,6400356089410598254,1
15116252368431787275,14165628303192673000,0
8374007161312683062,4359170463992324252,0
10436664591612627457,7316418262801557463,1
18271827115848317687,13204396092653755456,1
816323437376661482,10618669365694898236,0
18328969588906339287,10336357125579303280,0
2839592446712211824,9907307141038752607,0
4070651790412822972,11827082981406005425,1
1526012122473998480,12646617260135891435,0
13210684332372240435,2173110492526511522,1
7479010683001265387,3692004655728489522,1
16724422223703770969,74252750742745353,0
16428929991262275979,11096949285452513703,0
1725370705059298542,10286439548921599328,1
13691398223026394409,16482958403243201752,0
11691188172857945465,6530132657445477987,0
1581193282541764210,17971384791179700462,1
3353891650393041428,12045803357797960188,1
10050191882744792493,575812621876578714,0
18360078670529605284,14325166771948831036,1
5872658050855581147,14122924263893858824,1
3293427527938131555,9146403058730655987,1
14357024775614216791,16104856561936994919,1
2645030754991489374,16496826639255404562,1
14744777870122429769,11008298001485119841,0
15725970817181086372,18431076964340530713,1
5383839004682053968,13979442714360263292,1
4096465857010411002,2938177118038030687,0
11357230649189452305,18247894935456523697,1
3235194592761669595,17436349796835929461,0
15333473373506593565,3526184322455648067,1
14464418910106197965,7348350164692166656,0
6451761736179992198,14737860707298241835,1
11453088616561466232,16852828151433545473,0
4827551247497027518,3710955839129357372,0
7809689564888942779,5665446001329011372,0
12505826257282395461,10032429119853304632,0
16306580689238985507,17113671683989543552,1
17433002889515573584,13804887861752646929,0
17814196430200161155,4261513296245971077,0
97034187302726316,2154288905025566084,0
14754429064054887935,3233305363390344306,1
15057746806243802306,5831720411167924866,1
1826400615231754607,16961547302199193527,1
10925520122560884300,810361281601018915,1
8733253240022354080,11998544207782948764,0
6397466204102205889,8722448794670149488,1
2586288064886590515,2409243993647699804,0
7202230448707439385,7161868420526624049,1
15283113114078072181,6632520435675440718,1
13095561357050306491,558286034875117474,1
4411288801264712491,17475901466500251742,0
8984609817130711989,14478919139545613585,0
11296635624347007846,1409345618505831033,0
921749912950098814,18087609545169825430,0
9699996824939035817,3902216511970172869,1
7915071285071710340,3357577600488442099,1
8673614888839093977,8181857352086456971,1
3678045649506500744,7665845600035663401,1
7848240048991105647,1669031002099424339,0
15987033810516410159,207885992038096559,0
7959250727050356413,9721511184042305214,0
12694144901111580133,8120073744717066849,0
8171451827677835046,9031081867574093316,1
5139095657453426673,7662874500007490584,0
18105258439483091738,4392097696741060848,1
6216733507512435960,6156292166116621927,0
10306018366191766572,3122192312881813770,0
8591661431949837130,829820644439933689,0
3026378666584528777,7083547361922145209,1
18114192479613672256,7463107641892123328,0
7553104125921021491,3355745159396799997,1
9478464108208513590,8022934774636218799,0
10698170696308069431,12460360785811916671,0
16927843149014616044,17113538462134572658,1
1255971906345392850,2274349908879503413,1
12484743114325023159,16817189280487287408,0
619810161111719896,979906318351433267,1
5687039902509363065,812520736938072555,0
1381467135605117849,11790788549900703153,1
11461843921893591484,7661429367520739336,1
13706197071742751233,14215028265569416498,0
17067345325415203101,7642968280211022634,1
11896298031218182457,8042025225841915861,0
13509794241458092987,6055982672471948952,0
15901042444059690924,780257062567891801,0
5709914123296736783,11382099035353295991,1
13117975572928155779,11429614526130285980,1
9251459532607377574,5934505827125482913,1
18355116319090679726,106772711450273123,0
3313851828792252939,12258933837004380967,0
1630209645019290711,1061454028141668401,1
623366572927507335,16137445922056771568,1
2005091036285487889,8141207376654978602,0
2414202070837571365,11638769180204791351,1
15602010156138835266,10523679900373859018,1
17629598784414832920,12631455881270985593,1
2631723333756742553,8755388112796223314,0
7574685395113001263,7680316540978616228,1
7411059731536580708,7433691639973180474,0
3821641181681976845,603810804180978063,0
15551017923005567410,8849485896462080325,0
13165291518641881142,2587594448201328937,1
12633619765520158786,12174081331136989920,1
15771638162919899665,15557630188906164830,1
9135458075145799227,14202181096835212365,0
18435057183269559609,8830247320083390327,0
14322391157244949168,17435066352670423657,0
17052646442873299208,12497346679643445266,0
6138538707365519695,4939007856694109556,1
11432497036773073377,659062903046695900,1
15477324012475951133,9230916316897050948,0
2130269947344290199,11302119834576076638,0
15338176864194781682,9140276302123942542,1
16044721384770357445,11521690882032738600,0
18361114017019180079,14050016559678594143,1
1132452589244024253,9779304304200971630,0
6056168115212894825,10073354962236937102,0
14716955716102702600,17716714943729961934,1
16843316565793778861,3164499874513169373,1
2684672115975349911,3813704235347826599,1
14627266749702256302,2692624628722869641,0
4620172345671673290,18391937347491938638,0
6323481742013626125,3017353446235475169,0
12678362434757067290,10408182389205797851,1
11029255098387405172,15343656393840416682,0
9607178978453696340,4869313284814540325,0
2482735644922737135,3523223130546676022,1
10912471343169565201,9907996769372570748,1
2262226254423891950,16901374086039894135,1
12026953764731111925,7217998638345908787,1
17804854820423563201,9537788949211415951,1
10529524030513816302,11189032854112895698,1
4384383741687814933,3526147888888861125,1
10412492219138711164,16458606865223385775,1
11392449889507884050,7968449955143608604,0
3209161087500979788,9429579030115840009,1
8090764357397874830,4294507384169055456,0
18067528981586210671,13181109264574825424,1
678138860479090954,9027904542116981631,0
7078401034713332893,4792049616824376251,1
11014252309466600676,9555920291821513025,1
13103288490961098379,8317909507206331816,0
6482948556092218755,4755396921734432637,1
1659553125266959686,11693894704699873078,0
1011775217559465123,12491392085559346723,1
11889083193613270331,17221804403761580802,1
7894850107607516508,17480287943275136960,1
2727503645572232688,11944966852200946580,0
144404964184588902,727985910439529758,0
6478501617762676241,14068851229727051330,0
2944143945092260714,3142444609869566619,1
10888342969392493928,2248811502363759396,1
6084991616543093602,9547059443296079120,0
13002387298937153707,13492533558247874150,0
12710601216047507669,2552099316883181852,0
16682834149122711098,14009354119058122774,1
8224690180840504780,17313917229032718418,0
14245476712917478811,2079105394549039938,1
18255879219624487950,16599749251167256148,1
11984375824499702075,14617943075483082920,0
423576100131430941,14901353940308204438,0
13520737934732211341,10412540680401300453,1
10537940244913024209,1398365546843052880,1
14111185911909914883,5022548016412146920,0
5973752891080561745,749433530715584905,1
17380952443130795837,15421688989501350429,1
14642177388829102847,11035997032023595154,1
1674596777948879613,15525630738133456650,1
9292449761590295867,12248388441742799298,1
6928395651749086781,7606944215798570633,1
6080710615565039598,1046008631525600568,0
10458942541551387517,10013202372835680477,1
3406959938513385647,16518938872113612654,0
16373860558958549706,14034055122985743889,1
7937146141007819801,12743756012447705327,0
15552606736046199957,4894267275936306672,0
6377293107043815116,8446649482210023236,1
4061005197466506948,2403038821763543634,0
7328915686347195394,16342715456523047607,0
8554613074819765022,6563755147915791242,0
2954781626907041785,17599623499080582658,0
16970328171774624228,9685836147379268627,0
12720785346180579162,15941763477783948597,0
12342299394934968323,12383464144857122164,1
8543857960235598062,2044031485816657435,1
15481795262520313817,4740960256536406533,0
12920356412476181971,9520442286929995726,1
4584011537516688240,3766386309929185528,1
1521421542014809645,14837681366511433074,0
8474519542632794247,11294891572015827337,0
18053483043695352552,1372642902492695623,0
13390439986841643206,16686458807323633944,1
14120214759545708050,11834783539562358118,0
6163266373753329690,3568498074641461498,0
4534544091186898441,9727513195400544887,1
3800081514763067407,2707673827990238132,1
17075662979644516692,4173455898365199999,1
15864116264983307102,13857215132943638588,1
14110659463150809671,6702648384339622090,0
14334348452164239349,15192285938134306828,0
6244589456891167973,8132537469002308363,1
6036085392367399301,1475227931028461713,0
11242404596415656188,12914191392105867530,0
535512542772329209,12710323571419276549,0
9814186913110967042,13872968846749866720,1
3125538429557241142,2299801363276916960,1
11965623703324749194,9280392981570931586,0
1639091897243310237,3510420282297433687,1
3782001805292561876,12950977188171241258,0
5108090599079757431,11046381884427639777,0
11868802809180830868,11267622410845057584,1
2698482188705427129,14314174429121938475,0
7157634994936581267,9293679852039394210,1
14373852987043662373,4656626670377782844,1
12164839407559699901,6958395547931191004,1
3580092476459196944,2262297149653016282,1
15493003076760350107,10513473432636896300,0
14497834393243700127,6766866801156802521,0
1126447580492540326,446953826194497028,1
13689186130264763408,11063543441735677748,1
16294990027831747667,11791634813580991311,1
4563386877317830872,11807958351335626683,0
9909313951101096504,227388392802621083,1
16264956621788370008,11169345686508337339,1
6673092094151739563,2963154117093451650,0
15029753270209224741,4191187493786795051,0
5228246929384462355,2482987783107853416,1
10035123788886281491,1590784503727920407,0
14436936109409788975,5986801402668465322,0
10349649805387170027,11210218636073485794,0
17323590952721377317,16751931060623390303,0
7623787881652390046,2744788032170092011,0
13220059492811665922,1614674680489201117,0
4006011330777766914,12487108456935929889,0
12724668167359241803,5749299841209371670,1
13860334876424073232,14463358576639786514,0
7432552944794994300,3628039086537923076,1
7018171997079742519,15722467164695612538,0
16503408512671323974,16277916153373701856,1
6686460479940600113,5532273557848566121,1
12616323408407513594,3067666925172280438,1
17296273763846365499,11677048919873980902,0
3450199231807937367,2378605104784730144,1
14300223443211580476,16891139799124514590,0
16466995740200829686,9692843620898294762,1
7712883767995169351,12485225862832018187,0
17695484786516057578,15761884575066478846,1
4971296524356496504,2324908720253262118,0
12004948425718741079,12362422024130117177,1
8572479661338184679,10047379195935655699,1
13231190908618217691,4470868588144382747,1
8960162956452600129,15236001130504169198,1
2630574358016826564,17418992757527653392,1
10311103243998415059,17261088403910598607,0
1064933921327338018,13177379202808147554,1
15098009868543277193,10309338219817551450,0
7464474481694088995,9914293705415964864,0
7684090103552515671,1420275719758020393,0
3915336936837564638,7688057031362539971,0
10986235551997928512,17394518691581723588,1
5357857543434343676,2234374532166443615,0
12634432697794895615,4723019791286929006,0
8386704126066155854,13286514168755619970,0
17622763003243955106,16444806581328321302,1
2582665220087868661,3079377914638668475,1
18107704101432673942,9171143836705476775,0
16059467062546367866,717320695687834271,0
16251478211668274849,14582302583652677277,0
16912197006773002265,2291402820286261014,1
9559611053281183775,15987314099674649441,1
17989649999063920276,2928579453168025206,1
12515648878801107846,1677348521684308661,0
3919774806609316616,3089984052646570019,0
6198225931841160727,14654362932271375791,0
16836090326471102527,1191946839686461835,1
5909696121889415901,8007233427717899750,1
10827317145678052644,1454689657204854270,1
4967655224921911894,4742912013028552511,1
11891687141288172171,9367733497144601506,0
7945533566568213537,825179383053080931,0
4934898702105511314,16322753002240676882,0
16009978596270180967,7662190658649376520,0
5462172581619945927,14708196928926096684,1
17023619235195117984,2365503329420439848,1
2017506414690142818,16438017010751547904,0
739814517503882729,7253289215029410477,0
4588542414843419328,3232116732193038677,0
10643431225659599676,6461689584176509973,1
17686698822404229815,7659363606146833999,1
15625889173741761793,15264152384919709678,0
18145390457133910232,7171995537364477515,0
16660026112681534824,12343875221790466326,1
7483963598148268059,6463826378546282810,0
17750607854096215318,15614961761232393,0
997974722942320607,14945630513196537739,0
7131417969975918574,11304595255780595200,0
9255597446107912723,7748715132182722114,0
2476612108131152387,1102610336391450659,0
129625613423575965,14698649113057703651,0
13637423936157603932,11595421196502332245,0
14178661503145663034,3748280585025139214,1
11718264023209172816,17426280286521604616,1
3890215008992314840,7653730693058578171,0
3514065529281643619,4675204450946302748,0
15066018861797036559,6479410856689585337,0
4497848259300248526,7651662089818178115,0
15724589584438574138,16136278581950010086,1
17437763937641911495,2822778444955620977,1
14362196585793893719,14151033803114994104,1
1454202985550464050,11811706862126077759,1
14735721203522405481,5341941143071537074,0
8706737990791989340,14947679832099815624,0
13005603050198904502,10822881858799582198,1
16277948882211910391,10561952778681471109,0
13391267267515769627,13822989987607159414,0
7567811898120091290,4276809846218705511,1
5410586121949283127,4241464696453700077,1
12766657984442993215,17947418470984728887,1
10467337195672069311,2383462532447331923,1
11921052945465799592,951468030814029695,1
17163051125325009015,10757222359793403877,0
15383150062731903778,3611316802345019795,0
13094650046636185823,2770197666148463607,0
14708242242158341421,8836891864605163862,0
17422079981720223597,6562193700460341337,0
7995504737605326122,16078218077245995291,0
13249212335052746152,6261308002502975477,1
18314301730756260341,9662308049798650723,1
1185843388066176138,1465007182541765938,1
3000216062842422113,12332677740359587553,0
13970612635788342545,9447374816901490736,0
18239307279243966359,7881374561225029818,1
2201846464980574204,17061039110831345155,1
5310433356525403451,17957576632244386238,1
17890197299498178355,4669104747472457810,0
12698976445567343128,13563143309251717017,1
18381878498204712397,14159883649912852988,1
4120520679746942547,5187465782899756317,1
16987305905731538026,11522810324473678939,1
9600666644159442127,13982113892954595910,1
18285115985854278052,14387121267386892045,0
2421626877757085969,3880071549984771546,1
5351615896595898449,9470258529479592121,1
356260174662238730,738737950985647799,0
13579665891946183304,9090018440881002878,1
4990153867239432014,14336788521207810395,1
11824367760925121582,6230435229389913864,1
943558107728122578,4900030054288073183,1
6285826947334801626,14989366982935043165,1
12152302422377300184,9460611648834897325,1
10019154560761015966,10752917562565120853,0
4299662310824072865,6537097420436004916,1
66852317606095012,14861693625372140696,0
3601290930871136784,5052844222666110912,0
7882370452793153919,6390630175611586079,0
14927986504634629878,10186076564921716457,1
18339358524370680637,10726959999645740460,0
15681938294736703414,1103278047275485364,1
7961771738670955570,273139333376840186,0
11246543409738116136,1305326825207392057,0
11052355812584259392,12783915763346354786,1
4263400588231770214,5929312048139894631,1
5753246107225527614,16398845633886042350,1
17701625954947170276,7044769461030730316,0
15588951704330455379,8226160544617714117,0
9164576547345707987,18123511899492007616,0
14404728438167519542,1620967648181260445,0
12625058731525608825,8952349272897175933,1
5514475457087796620,2127038505362056242,1
11848064309445998018,16497631109052029203,0
16531450994416965759,9443648436682836748,1
4145726183079201577,1295890932998160283,1
14435735981706904781,2163651073547629257,1
12469318213696850070,2050491236567602302,0
3856398372464431577,2959142103502240316,0
16255699876256561214,14119271716492073506,1
6711550182640366241,18375169792239630938,1
1220010287330534604,1209418369688283213,1
8197709583244146902,16478131266092961075,1
24880374924198653,12741250889522411351,1
187375110047517139,16665990908739077216,0
6038443846147230435,9268802542323055191,1
17703620924366316464,17013676340249413413,1
7849228153542635541,7285461497159088894,0
17368895609359813871,14537998669435695187,1
15804538298765042118,1810504116233955283,1
9760846282347251118,13532110941908211800,0
16021119109681421463,5488659996328200579,0
13964373566028992825,15824789847337176723,1
6679570158356024418,994761519511757372,0
15180046813225140068,14846836245766491545,1
912499734306814894,4592935382183801455,1
15397002809061157655,4117123677971677068,1
7620342788727297383,2416550458565020657,0
3526074882397095873,3770932078143077490,0
6170183353254750597,15421386479555228257,1
8274228705730017286,14545123967621680685,0
7782472986142423459,8662849198268067078,1
18350707387944675500,11111996810162747652,1
17881129259042528799,14392493951077967237,1
14689011131861042590,7630290790554358052,0
7552814691297239781,2970636948371964628,0
14927466531108540038,13591118588858955555,1
10306755490728731795,8217962713157508180,0
1791935725954902311,2586085493528943378,1
10093724978780104738,4347777014680542031,1
1469617993932912861,10190649110787563841,1
8395594052864265765,4795062659707314498,0
