C,C_prime,label
1836157354,3376646602,1
2564962610,1053602654,1
1629952557,225018904,0
3282872781,1827532867,0
3433538149,744052265,1
755957064,3610008472,1
1233248151,692429509,0
385740263,2662744707,0
4247394398,768112115,1
1642973483,4146316054,1
2991991343,2385842655,0
1799068307,2238311232,1
3951207773,2683604409,1
2936701525,971844804,0
1342339743,1073598820,1
2818118354,362993595,1
3386355554,734166252,0
1125018559,1005079705,1
35921754,1408251008,0
521350704,2310789950,0
93730769,706116372,0
125283192,2772841958,0
3366130162,635476204,0
2988427411,2073830453,0
2437520267,2853934330,1
1009203075,290360173,0
295123002,1188649940,0
1752857986,3212704583,0
1366248204,4055346108,0
437610338,1323355794,1
3830561678,1660894158,0
3871410915,3806578884,0
2013277128,2752642409,1
2346223806,4120011318,1
3038246985,3227338572,0
88782879,4198716903,0
3021826982,577495426,1
1848527542,3926163998,1
2674217610,926650200,1
2692597472,3109790565,1
3389986968,3486683312,0
3295944079,1352836587,1
426105504,2872373698,1
2711385558,700369382,1
1744249792,4122312160,1
3749384689,1447142633,1
2881678268,651870402,0
3978783006,1898519103,0
3243572618,4260015402,1
3588673663,203994435,1
61005348,1841085464,1
2353781049,2889464951,0
3253734101,1771765325,1
333457434,1974639162,1
445368110,2359115210,1
296549912,909441552,0
1055734938,3452102463,0
3338497171,1149964967,1
145292661,3736493993,1
3562222966,1316118958,0
2790021271,1079153371,1
2617930585,32216490,1
573292101,1059390713,0
2021693844,1288303982,1
1146406407,522074606,1
1875717561,401283373,1
597498030,2235313167,0
2255722190,3362884846,1
4176512080,271140877,0
1212366327,2264095809,1
2930253746,543606206,1
2144622484,1492531579,0
4158432693,1204443409,1
2168775263,2038674667,1
2838593064,1561579353,1
3893697987,3702588841,0
2905043636,3350320450,1
2504785433,2167400646,0
1169068650,112782685,1
293522083,265797081,0
4113675865,2449363756,0
476733186,4035416367,0
1530855778,1494063489,1
3016643195,1437876291,1
1432923058,3118510713,0
1809280411,888556907,1
3631739585,3584786600,1
3995254199,1746406478,1
1634493195,678044812,1
3535448854,3665021061,0
4033556849,1145174297,1
2714805133,1370624941,0
1603478134,3488177678,1
1340873204,4089219706,0
4208940519,2075245995,0
598915657,2883849933,1
2697841796,2285365341,1
1431973544,2255967727,0
2131415104,3954339475,0
1540082778,1156040146,0
1887457295,112632442,1
2519768497,1277337952,1
3049967,190895508,1
1071358890,4157958118,1
549298118,2551646765,1
3991004109,2217419876,0
2999223568,2394036088,0
4076785951,873974281,0
2963526317,449579841,0
2448878759,371192670,1
330835162,2363523254,1
3261756603,1582081151,1
1619737789,3966889221,1
4278464615,3778874340,0
3650616431,1115277768,0
2356230323,1388776324,1
963333157,3562944735,0
4214189807,1060242870,0
1977131661,3321261761,1
2874193219,3264866330,0
3250222957,1506756588,0
1203044707,3690983915,1
3961072544,2625089356,1
3486524703,1747213329,0
2568862394,4147630210,1
3439336117,759866893,1
973799565,685583714,0
2948174482,203935038,1
873908783,3962552961,0
2802400767,181561234,1
135589721,2297576125,1
353076647,539300063,0
4137747603,2348040068,0
3608012234,2269086123,1
3960530670,3766372050,1
92599661,4125807009,1
2785883112,775918225,0
2738270405,3921008816,0
1882849178,1933948512,0
3331335178,1896863175,1
309599852,2081074817,0
305586092,2287210780,1
2322282300,2337315457,0
881898249,531914642,0
4187887082,2508201222,1
4276203058,3991757567,0
3475415240,2276205299,0
2725754862,1841528623,0
1254547685,2997677390,1
1272870444,2822029572,1
1207049344,3823537165,0
1166378967,2343257375,0
335840095,2614253579,1
2510188933,2619125860,0
2891571450,2225124505,0
2869355246,594034370,1
2536313184,1922238910,1
1640028195,271193467,1
2873664223,2032118363,1
1278754556,252093509,1
1971134524,1019983038,0
3997886294,215966002,1
2955128393,482601772,0
868675079,1127035409,0
2081754688,4030035388,0
2925008348,977962316,1
1503491197,2816990853,1
77309808,1308257158,0
2254654738,2380914470,1
4059234542,823500775,0
718804592,2375597852,0
3120129284,1251815085,0
132825814,2986127522,1
2699071092,2404085002,0
1394423010,2843474614,1
3830318151,2051578548,1
2856781139,197839350,0
3806181911,3604252341,0
2255887560,895880212,0
66607761,2502617937,0
908969274,3287008455,0
2370780315,1787835020,0
1308857731,3576698898,1
2194635086,690333286,1
4179338889,3592491850,0
1674003809,3457292926,0
2687525457,726588924,1
3405283803,2819257791,0
3706043544,615878427,0
2531831371,1513500340,1
2236374700,928167936,1
820023451,3254625558,0
82887280,2464561188,1
3738230938,421329539,1
1518291586,4139637458,1
951002796,754267974,1
4033449422,1175392201,1
425966695,1022832089,0
987700936,2894458304,1
116472474,1634622181,1
2903510793,855642027,0
3963670553,783660713,1
2926461370,610056058,1
1620608287,3045235860,1
3776371939,3136071094,0
3167820788,928788940,0
3404120118,3218378821,1
3238504278,1422263351,0
1957641788,3657739584,1
3130436039,1763868471,0
140093021,3118624118,0
3319191868,51552633,0
1009477140,998757418,0
1255775893,2347960980,0
1026080794,1632524301,1
540415,1168392020,1
630406131,2735024279,1
1777375424,2547156941,0
1948564900,3216384597,1
2135697968,2958212585,0
559341259,3478676615,1
3698161397,1011843726,0
1732091040,3307938388,1
3652213434,3667340732,1
432234685,3625864337,0
4286607132,2978223942,1
1459296018,3840839450,0
118269303,1631997717,0
1315606452,2919002275,0
116356082,843997330,1
2852800532,1997315854,0
1803526386,2435664622,1
688764188,2343746346,0
3036440869,2455036168,0
564141419,4043853082,0
1545368129,2760818658,1
2098563590,1785224969,1
2364068691,3837923243,1
3751046821,1001584193,1
2192200461,982288361,1
2650198941,9405504,1
1082627234,2487190564,1
382720954,2502160081,1
1912317477,1480980323,0
3860520142,1899459054,0
2996840415,2158181864,0
4166554671,2589913755,1
2392626528,385538500,1
2441666190,457330918,1
180494616,581794294,0
3851783725,1771777777,1
1705166600,69580185,0
167202920,785177520,0
610474279,2477685915,0
1788872913,2939107310,0
1146304730,1511912439,1
3055897922,667386050,1
3584468837,2139912589,1
3639004096,3957869885,0
492928572,3173408192,0
449584084,2817920300,1
1355073385,2929087801,1
1804235761,398232357,1
4233189204,1987039544,1
1361171677,3670923383,0
328263894,1515904235,1
472969722,1845667834,1
2124186518,3836636534,1
2534682430,4146207690,1
194521181,782659938,1
4080927606,2133633974,1
3176864050,3872269513,0
3043511531,1265766019,1
61134300,3621478351,1
3366578674,748369723,0
1387391877,2472463447,0
1388404940,1389403811,1
3875075840,3487846783,0
124860617,2000091275,0
2328201569,1136345006,1
183135430,780821183,1
4040186612,3988437891,0
2763232387,3663529784,0
3029931195,529343805,0
3176489767,297792415,1
2455152876,3805269424,1
3059124937,4106548570,1
4068845906,2458098966,1
1354641165,1617775549,1
2186027669,4239001777,1
2489904881,1041719729,0
2647324200,3744784517,1
1262011580,3026979164,1
3770914715,3706223473,0
1876259456,3237838783,0
3926551167,3225200506,1
1733453117,1278398198,0
697139418,9377115,1
1810525058,3959185365,1
1220947917,3547352235,0
72789684,3453864826,0
433413672,2217971532,1
1908866010,997138018,1
3314112341,3854242312,0
875170295,2042670084,0
4095402073,71556185,0
745319116,1752335088,1
2429884533,419937717,1
886568501,2201556393,1
371190853,3152004046,0
2019616599,3363201811,1
2048270343,4001794572,0
3980382773,1709469116,1
2984497064,106017638,0
1274689117,1287067184,0
2901183760,1667422076,1
4049637349,1091185613,1
3422827055,1848833275,1
3171717011,3089815012,1
2359408701,2218898592,0
2716100053,3582707581,0
2987657191,1019962632,0
3817839238,3135340443,1
3803707932,3592872824,0
4191345876,3854157033,0
1361275211,2919277327,0
1206038726,3265501861,1
3204935766,1165507959,0
1301594971,3281131807,1
4066318979,1310534195,1
3919835202,1267271210,1
975728763,4253444858,0
1077577422,3814752790,0
1438830112,2546243590,1
2747084978,1339651438,0
609287695,3031325235,1
3040658337,1090186164,1
2906540630,2474416406,1
3617353510,640554953,0
3518673877,4050905015,0
3663398643,2022568103,1
833025506,3375039598,0
351922823,1689799510,1
1245665907,2684267554,0
3234144320,1255405252,1
3476021814,3420085296,0
1204777476,1394428566,1
192892575,561426640,0
1189295729,1731764127,0
3676399003,554418995,1
796042555,509356262,1
2591959805,1017620895,0
1656197420,798698592,0
666298127,3851681887,1
857073199,2710756254,1
3892031944,1002499282,1
463614721,2461974876,0
1495455000,3498582512,1
3708708404,2133346336,1
3673086044,591115229,0
1291935855,3339429527,1
1287633450,1700811195,0
3911741498,2458736910,1
1582476059,346091948,0
3129826007,172475935,1
2822413285,759714644,1
1729059718,391454542,1
3625142136,67231736,1
1090153237,2664474214,0
2455065328,3394446916,1
1993889274,1490363697,0
2073523072,2679026668,1
3777775317,897903193,0
3237825824,1796546637,0
4067723446,1869437252,0
3699555958,795730139,0
2411557942,538959530,0
2378172720,3236138056,0
953808599,3255758839,0
1776581769,3360493258,0
3050580715,203008915,1
1713048639,1288891457,1
4194070524,1465037856,1
296385347,589699149,0
434908016,2380943835,0
1251964679,310427135,0
471313378,3639503454,0
1675184140,2785788127,1
57560097,1631885849,1
2468168514,984131013,1
2128459728,3437984164,1
3574590131,962681439,1
1628432595,4011137595,1
483529101,1708041548,0
2257201509,3651126287,1
1145361267,3136371244,0
2889712516,263701949,1
260585930,2582014417,1
3594428762,1137473594,1
1582039243,2401823610,0
3181720079,2055432504,1
2227803804,1418009000,0
3973047370,1740099798,0
1775339354,472092202,1
3536087088,218935443,0
1935299466,2197470979,0
3084011771,1439489607,1
708052475,2510341815,1
1759342717,3058605342,0
4054373144,3531919585,0
3553550411,2150563341,1
1561995131,4144284103,1
1908380473,4092921313,1
2776481993,2674614793,0
3319513134,1574519886,1
3058660889,745384009,1
2847788065,33993816,1
3214163906,2726205327,0
1331433381,3850815933,1
547410581,154318968,0
2432031629,1006616006,1
2141345269,1951110855,0
967581835,1608694596,1
4127120605,2505285538,0
2731781613,760755274,0
326790310,3109859842,1
3329864039,1224696576,1
381565944,2512892773,0
3352787710,598091679,0
2203750578,3971949718,1
1155208904,3877340949,0
296479630,423459004,0
3798167592,1475442809,1
1723392512,4108977312,1
557580292,1658468065,1
1352569314,1892248866,0
2663048175,978090907,1
3336647987,2385953545,1
491720641,939369001,0
1870491014,2801500286,0
1766493756,1624510995,1
2638246404,3845151384,1
344551931,884787660,0
3450932103,1741277781,0
730981104,1629926949,1
914891109,1826764749,1
3855371111,681469380,1
1459333151,3855779241,0
1743807413,1901937648,0
751110054,3364239215,0
3912189204,3001625520,1
154089597,1291674012,1
1415094089,494558040,1
3859288394,3895715559,0
205431815,328478885,0
2059786539,4044039703,1
822885433,3905210583,0
22821211,1444497963,0
3178217318,1871080123,0
318008902,3083497410,0
4061319711,1377853135,1
4243709304,1710375334,0
3899136715,2452027125,0
3267831574,2346800541,0
476644847,3420874427,0
2795497300,1015624435,1
4150182233,2857927164,1
2679199901,3400051123,1
1635049743,2704233149,0
422606084,1973898486,0
2281987087,2690612398,0
1563844607,3609741651,1
1542091096,4113076843,1
2821410933,403240657,1
1092518381,806935496,1
107229088,1586363904,0
3060073790,287474971,1
402682909,996671824,0
3415969909,1978759837,1
3377039166,2480909502,0
1462322984,3039758892,1
3095911832,249841947,1
2084887319,476737451,1
1906360690,1736204630,0
495487861,1056879890,1
2528582654,3015528565,0
4142395698,140269593,0
895436763,1087305824,1
2258105786,4091028460,0
966720321,2743391593,1
3508861228,1361734976,1
452455419,4051939,0
3551143265,2893526924,0
2520873097,3922291637,0
3936781207,3601797735,0
889792339,1996484615,1
508010583,2753924823,1
1464851803,1590455255,1
108204882,975112,0
1148988756,3998675530,1
3469965517,1013236040,1
1875711329,2360046519,1
4282444464,1437740272,1
670890995,2241742195,1
647665089,888679392,1
2647949453,3991043273,1
2490590650,3970519522,1
815250513,1351320869,0
3137457973,2887892282,0
4249396333,782493558,1
3499038864,1991899828,1
1250455031,1522038405,0
774416685,3472029590,0
3028001355,446677976,1
2869791144,1384809021,1
2839034608,1068552578,0
712770819,3776694508,0
1688760532,2711739171,0
1639010804,1441490991,0
2847766014,3046801779,0
1540671439,2050486921,0
2465255653,1424124955,1
2057053293,4203358938,1
2327829640,901503436,0
2670129302,1428702970,1
3382165437,1860072358,1
2236979677,894639385,1
170793532,4250971435,0
2619816481,1291411070,1
165039929,1195583543,0
75386847,1785927138,0
3217879479,3040775989,1
940675842,4208410023,1
2605892921,2760783807,0
4154012407,2106059835,1
4229124330,1577931138,0
1812623357,2148679959,0
4216168908,1362816659,0
1917357243,1270554818,0
185429788,2391372976,0
1430373878,3261215293,0
885697020,3115084312,0
2153395778,345491096,1
3977380981,2667600597,1
2750823656,4082507381,0
126858448,295270417,1
250137655,3097118439,1
1042635821,3230094878,1
16406440,2595703510,0
426499737,1674606663,0
3051785397,1984961328,1
3479334573,793041609,1
52058324,4283104162,0
2434260379,4046793115,1
2466163430,4289969816,1
2013343095,3883695366,0
2895367579,2206358440,0
2601699226,1319581305,0
27251316,2589851015,1
62827874,2041766688,0
60226600,1244199301,1
827724512,176708911,1
3041081913,2138141881,1
2223059197,4275528959,0
38067502,544705024,0
2290297336,1222349324,0
2714370718,3660224329,0
532962785,2985207561,1
3239543412,888276073,0
3655895457,3990487377,1
147600393,1704639283,1
2984289314,166871202,1
3583066883,603971999,1
3651008152,719048364,1
1875243658,1067470407,0
561457908,3507553969,1
2476670051,3326406056,1
2243604095,361767655,1
309714810,78490821,0
3748347890,699181967,0
1886134096,1940206287,0
739209434,2046665600,0
4059300564,1907797572,1
2415966535,2687187740,1
2709321057,4013831681,1
4041086177,2602310608,1
866835419,2802569002,1
635587079,2247182945,0
2337552972,773775489,0
1300306832,2206181341,1
2179317670,1263010112,0
3888118595,3575477745,1
2702817772,928687908,0
1263142312,3078832913,1
1541932864,205702937,1
2733912643,3571440488,0
1657318382,3827675178,0
2556808035,3971306263,0
850822873,1715920113,0
167486618,407872758,0
1221149643,211509785,1
2719317995,4257261583,1
1292983043,2295914348,0
1382222800,3563682136,1
1527508118,1043940663,1
1130932688,2299387802,0
3011371617,2349541876,0
1920687390,3026810798,1
2969624181,2681906412,1
2692334971,845124367,1
1412450538,3324444350,1
2420901146,4212477318,0
3132512046,1979543266,0
3717968123,2150985878,1
1245283097,4259496896,1
1953861750,836545810,0
1930557521,1907547888,1
2819355894,1008336086,1
3675363528,1142153994,0
2690216172,1951922320,1
1046086853,2684655497,1
441300408,3720697694,0
4027687468,532990109,1
2862437000,1279802487,0
1112862025,3989710628,1
505808336,2585306460,1
1569229423,2792795281,1
3518027847,1683136918,1
2523685719,2938799680,1
3599848203,1717913967,0
2275567684,3952670796,1
2488656468,739577852,1
83419574,2938293822,1
1468471990,1426670112,0
3296677864,4249893034,0
3219273336,195217007,0
2385991803,2151280807,1
3348499686,1814061954,1
2419028786,1139659923,1
4085805404,2610337152,1
1397112551,3291436219,0
1310059939,2797301871,1
2062470392,1477673360,1
3646652090,1297974974,1
3820153522,559275197,1
1349858155,4033857523,1
537874083,2817734856,0
1046810158,594286895,0
3790739032,4014772039,1
1831056925,3871672617,1
1448818793,3661754577,1
4133090861,2123952048,0
155854165,1532309937,0
3882278182,3885941832,0
58834845,3638994406,0
2110952668,1547479233,1
1187308004,1426400643,0
3419498212,2515213484,1
2338596638,1281070440,0
2020551556,311532616,1
1298511401,801612428,0
3701155813,2639196307,0
2079704809,3689876001,1
2537178789,4155166568,1
4205754907,848568017,1
1795253118,395858362,0
1583231084,4228957872,1
3761992441,1684376165,1
2572021433,1212760988,0
1526591747,3568513839,1
1461881221,3383326916,0
288861951,1330115761,0
2910016213,523468471,0
2403840158,912498956,1
4032982885,4174066622,1
133784320,427691595,0
807111886,1355204695,0
3641822542,106364344,0
699869611,2313297245,1
1416029782,2312246408,1
1037899770,2314719090,1
763145444,3475968373,1
3750517212,1740266856,1
468323054,3558650024,1
2013698743,221793524,1
707874257,3629766430,0
2480744611,4171061393,0
3376994224,766930940,1
421261494,4189066870,0
4146414582,2864956371,1
4076820015,2265868621,0
1913586780,2457249408,0
3609224184,3166577847,1
140212104,1272993956,0
2334478864,740984409,0
3790134444,4189196323,0
4194627480,2164916279,1
1312560118,2189806281,0
2027177111,1402889326,1
2886458719,2163411051,0
2065407426,4013835414,0
2867037118,4170043346,1
1504110397,771375173,0
1101788241,2821924502,0
1904628315,1484448056,0
472718199,1455190819,0
808380662,3120838190,1
1183575445,596734857,1
561147540,1566900599,0
4029988493,2347021567,0
983012627,2906048879,0
2789619587,3427375480,0
2204899660,585706107,0
1772197332,1928606817,0
864850879,1542789813,0
1931617897,792990365,0
1045236571,2590491635,1
2280994183,395561149,0
1685829406,42843290,1
2811703273,565590920,0
233606486,2700988516,0
2234656786,1426812052,0
1933235773,3167151602,0
980263400,1536787613,0
802791392,3470624838,0
2650002246,2317963372,1
1411251441,3156158561,1
555884846,2597637722,1
4083492134,2834561090,1
1335429592,3317932187,0
1709419733,2874273855,0
2194854377,1402822612,1
2571364300,3616429743,0
461894904,1109252515,1
2631041921,3908072225,1
3283048240,3831852235,1
2053367433,1497698670,1
2332272803,1083671469,0
3512338970,3338600299,1
1562940530,253414210,1
2434245344,1033706316,1
3042591884,3803723629,1
1058997863,631364409,1
3293820226,1178944390,1
1147142981,2787040761,1
2726266751,136403411,1
2882599396,1843183034,0
3509538642,3989199808,0
3111462873,894138309,1
2456344215,2114679990,0
4106117932,3650151043,1
3410159858,592212728,0
3485372092,1807903694,1
2820745801,3527242547,0
4050188822,4120837215,1
1377696002,1637838403,1
2945966478,2912476729,0
878065584,3626304718,0
3112088941,951675880,1
3530517710,2056383379,1
1914526243,3426201739,1
3268942161,617009949,1
1670303957,204704445,1
2684479915,2682911344,0
1216784702,2029438393,0
2788818171,694472820,0
12545745,150062915,0
2005612295,3542719940,0
3873009697,1254881377,1
1681087993,3999630125,1
2325164789,4132197081,0
3387075486,1482123402,0
754471725,2541842230,1
483372855,2331055387,1
1071699002,3240711373,0
13822356,213092110,0
3736455695,4158103534,1
3180320768,3744838088,0
1265380678,896922026,0
848129311,2373666342,0
2634067728,3811650050,0
3634843785,1542358146,1
542255847,222418704,0
2380286471,1277556066,1
3779981263,1739545999,1
190682294,1263237138,1
2389671768,489457465,1
1379125206,2195260205,1
3355751817,2620393583,0
1956647034,3929373436,1
2931818655,3875792554,0
1959445190,3297781262,1
472055692,1301308317,1
3741209394,1025541166,1
3021698106,2373821151,1
1038809908,2348562848,1
3895289717,2570946419,0
898444715,776466322,0
1161689176,521088617,1
2139991856,284177329,0
3578712910,762601462,1
523193125,1841395160,1
42622487,964896171,0
129100827,2212971711,1
1468035736,2902372645,0
2279499575,3554080046,0
1091004067,2147859266,1
2424118274,2511374140,1
633206768,2338282960,1
2487930027,3969782724,0
3114520150,1764617767,0
2637459438,289310678,1
1277960894,3404168817,0
3429833106,1774875447,1
3877530783,3180376835,1
1139567096,1585427901,0
4086359906,350361647,0
2332677147,3986595368,1
2177804587,1427761773,0
1664708839,2055125183,0
2156733325,2073238566,0
2925006200,3030317820,1
3807291923,507823807,1
82226579,1288186948,0
2896424242,1669703142,1
3802524132,1649766051,1
1387322529,2225979231,0
1992822436,3892243329,0
2978043820,1816069905,1
2952387843,3736354554,0
2959143407,1194511327,1
2151529037,4245940768,1
3342169121,2904929647,1
234962681,1006589620,1
3045646420,3865974385,1
3719852444,686678342,0
1841261156,4194297639,0
2886921285,390392338,1
2083748035,2316469586,1
2501337264,1246058737,1
955226437,2566213005,1
3017388462,189261413,0
1818210599,1581622174,0
2438081531,329547215,1
1835659529,3775093185,1
1701673918,544977611,1
3016178442,1086739841,0
3943108761,3729790527,0
175780684,2105332633,1
536101339,2002234684,0
876495861,3294676777,1
3109472193,285859224,1
1540076684,3080578442,1
1507419669,2787634553,1
2571272233,1126184808,1
1907513989,1367105664,0
337403317,2513830723,0
1617539974,343622422,1
799447592,2192883225,0
1177128528,3522961167,0
2738850168,2686216223,0
1154717040,1661324453,0
1157537768,3909676828,1
964716726,843614092,0
632994939,3252745331,1
3433045566,1854587030,1
1763658691,2910669026,1
3788651159,3852803507,1
3117634852,2770711104,1
1580293496,2192927655,0
1587667681,3263652517,1
485037712,1545303843,0
525849588,671233411,0
3789271623,580164802,0
164496681,2283841637,1
766955290,1672267123,1
2704786188,4053868203,1
577075280,2468814498,1
4177246451,2426510827,1
3116928464,3393087916,0
1862223925,466787936,0
1532813588,3906480937,0
1683023172,780900874,0
1391247766,766333400,1
3684168570,1373439426,1
3638098542,4077096950,0
3909335205,2479124141,0
2940477292,3232629878,1
785151076,1108547917,0
3506457621,1942194869,0
2945061395,3717600087,0
4075262349,2780810678,0
3369061923,105733417,0
3398997565,1566698411,1
108773081,930732603,1
4007750972,889030739,0
880387600,1419748698,0
3210249294,693456096,0
1293924440,1609418606,0
1644108171,427326345,0
2846122403,911967468,0
3213808692,1241278951,1
178914681,3176913834,0
1268053881,1913019314,0
807535251,1113605552,1
1451523084,2656436364,1
3658630250,4270981052,0
1620549829,3671362853,0
3748680122,1364884226,1
2068238662,4145543832,0
4042083110,2676668166,0
2498451208,1539443296,1
1226250869,435423120,0
3997786887,2804497375,0
3859561805,1943176241,1
3683616335,484796627,1
3370955859,4086218421,0
735328616,162039242,1
124081343,3077810203,1
371718069,1339416350,1
1524389799,2970915287,0
3945273672,454177354,1
591305876,2702991892,1
299106459,1718898643,0
2031396460,1510991006,0
4039614616,2193690301,1
52212945,3341683449,0
794860023,4135472298,1
1211487261,2998116714,1
3385067430,1062535892,1
3262381627,3354214260,0
1636026734,3860549018,1
208983087,2677994546,0
3464600031,1292640510,0
3572111613,3584458535,0
1649660176,1113146649,1
1234638459,816596860,0
1202751190,3979131723,0
4010229626,4102398459,1
644970962,904120420,0
1923791006,3635162650,1
654242874,3139104086,0
331335978,1038687163,0
2349523617,2724993221,1
4176202818,1727858262,1
3901389609,2240035013,1
3354351830,794226630,0
1530552261,3480809333,1
3076585514,355352022,0
1230779969,3898767916,1
2683693609,3790557201,1
145372912,1757184932,1
437243507,3226718424,0
24926222,1667905210,1
196059865,4263106345,0
1520614376,581693140,1
2403028669,339841589,1
1760886812,1821327988,1
3404170098,4006143363,0
3050469586,2909574340,0
3800892753,3060875547,0
986116590,2072756524,0
3313984317,684068287,1
2576108139,3367638623,1
2340569810,2749421283,1
2044482279,1656129034,0
4154365477,3629122190,0
1161803786,281624846,1
516286113,2972334489,0
3140178093,271958000,1
1438236194,3343595746,1
1063047667,2297664353,0
1059154529,2550268394,0
2673701730,3271372962,0
1900718499,3977395536,0
3547810690,1803903759,0
3268504156,2884967553,0
3706490674,3687923242,1
2665716473,2739219097,0
536126365,4262149585,1
1981893394,1269871657,0
2492032439,3841437580,0
1523731086,3989421377,0
2239606509,108871445,0
2116837272,4262817826,0
289399792,2707760936,1
3776516805,3071500461,1
658151229,3368594732,1
1968102826,570921576,0
1787227922,55436107,0
590660110,2511862813,0
3991330723,2011995065,1
696787190,2157908759,0
4055279667,2696201474,1
293574773,3033844628,0
3638652536,1373600631,1
4184896915,3414748174,0
3305348890,1023800222,1
873753000,2285879841,0
4025488508,2246728244,1
2542150867,3618113855,1
